Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides puf3a	Peptides puf3b	Peptides puf3c	Peptides puf3d	Peptides puf3e	Peptides wta	Peptides wtb	Peptides wtc	Peptides wtd	Peptides wte	Razor + unique peptides puf3a	Razor + unique peptides puf3b	Razor + unique peptides puf3c	Razor + unique peptides puf3d	Razor + unique peptides puf3e	Razor + unique peptides wta	Razor + unique peptides wtb	Razor + unique peptides wtc	Razor + unique peptides wtd	Razor + unique peptides wte	Unique peptides puf3a	Unique peptides puf3b	Unique peptides puf3c	Unique peptides puf3d	Unique peptides puf3e	Unique peptides wta	Unique peptides wtb	Unique peptides wtc	Unique peptides wtd	Unique peptides wte	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Fraction 9	Fraction 10	Experiment puf3a	Experiment puf3b	Experiment puf3c	Experiment puf3d	Experiment puf3e	Experiment wta	Experiment wtb	Experiment wtc	Experiment wtd	Experiment wte	PEP	Sequence coverage puf3a [%]	Sequence coverage puf3b [%]	Sequence coverage puf3c [%]	Sequence coverage puf3d [%]	Sequence coverage puf3e [%]	Sequence coverage wta [%]	Sequence coverage wtb [%]	Sequence coverage wtc [%]	Sequence coverage wtd [%]	Sequence coverage wte [%]	Intensity	Intensity puf3a	Intensity puf3b	Intensity puf3c	Intensity puf3d	Intensity puf3e	Intensity wta	Intensity wtb	Intensity wtc	Intensity wtd	Intensity wte	LFQ intensity puf3a	LFQ intensity puf3b	LFQ intensity puf3c	LFQ intensity puf3d	LFQ intensity puf3e	LFQ intensity wta	LFQ intensity wtb	LFQ intensity wtc	LFQ intensity wtd	LFQ intensity wte	MS/MS Count puf3a	MS/MS Count puf3b	MS/MS Count puf3c	MS/MS Count puf3d	MS/MS Count puf3e	MS/MS Count wta	MS/MS Count wtb	MS/MS Count wtc	MS/MS Count wtd	MS/MS Count wte	Only identified by site	Reverse	Contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
YPL273W;YMR321C	YPL273W	10;4	10;4	10;4	>YPL273W SAM4 SGDID:S000006194, Chr XVI from 25087-26064, Genome Release 64-1-1, Verified ORF, S-adenosylmethionine-homocysteine methyltransferase, functions along with Mht1p in the conversion of S-adenosylmethionine (AdoMet) to methionine to control the 	2	10	10	10	4	4	2	7	3	3	4	2	3	4	4	4	2	7	3	3	4	2	3	4	4	4	2	7	3	3	4	2	3	4	37.5	37.5	37.5	36.668	325	325;105	5.28	4	4	2	7	3	3	4	2	3	4	4	4	2	7	3	3	4	2	3	4	1.4429E-52	19.1	17.5	7.4	29.2	10.2	15.4	12.6	6.2	10.2	18.8	454400000	48073000	50215000	33580000	69623000	58104000	27610000	43256000	34863000	35969000	53102000	40701000	49775000	47544000	46406000	41620000	54762000	53799000	49895000	49535000	51138000	4	4	2	7	3	3	4	2	3	4				1928	1344;1417;2091;5728;6228;7023;7903;9040;10928;11940	True;True;True;True;True;True;True;True;True;True	1365;1438;2122;5791;6299;7106;8020;9173;11089;12122	8752;8753;8754;8755;8756;8757;8758;8759;9191;12781;12782;12783;12784;12785;35410;38374;43414;43415;43416;43417;43418;43419;43420;43421;48873;55110;66599;66600;66601;66602;66603;66604;66605;66606;66607;73401	9940;9941;9942;9943;9944;9945;9946;9947;10435;14478;14479;14480;14481;14482;40377;43593;49316;49317;49318;49319;49320;49321;49322;49323;55537;62387;75821;75822;75823;75824;75825;75826;75827;75828;75829;83539	9940;10435;14482;40377;43593;49316;55537;62387;75829;83539		
YPL274W	YPL274W	1	1	1	>YPL274W SAM3 SGDID:S000006195, Chr XVI from 22938-24701, Genome Release 64-1-1, Verified ORF, High-affinity S-adenosylmethionine permease, required for utilization of S-adenosylmethionine as a sulfur source; has similarity to S-methylmethionine permease 	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3.6	3.6	3.6	64.353	587	587	5					1										1						0.0010725	0	0	0	0	3.6	0	0	0	0	0	3716100	0	0	0	0	3716100	0	0	0	0	0	0	0	0	0	2739000	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				1929	8958	True	9090	54606	61843	61843		
YPR004C	YPR004C	7	7	7	>YPR004C AIM45 SGDID:S000006208, Chr XVI from 565041-564007, Genome Release 64-1-1, reverse complement, Verified ORF, Putative ortholog of mammalian electron transfer flavoprotein complex subunit ETF-alpha; interacts with frataxin, Yfh1p; null mutant disp	1	7	7	7	5	6	4	5	4	4	4	3	3	3	5	6	4	5	4	4	4	3	3	3	5	6	4	5	4	4	4	3	3	3	34.3	34.3	34.3	36.802	344	344	4.78	7	7	5	7	4	4	6	4	3	3	7	7	5	7	4	4	6	4	3	3	8.519E-131	23	28.5	18.3	26.7	17.7	18.3	16.9	12.2	12.2	14	238720000	35134000	32377000	25789000	47830000	24285000	16979000	22798000	21287000	4300900	7936900	31926000	28385000	26315000	28854000	30678000	18630000	22657000	24091000	19097000	17151000	7	7	5	7	4	4	6	4	3	2				1930	814;3592;6264;9425;10204;10643;11625	True;True;True;True;True;True;True	832;3634;6335;9562;10351;10796;11801	5526;5527;5528;21626;21627;21628;21629;21630;38585;38586;38587;38588;38589;38590;38591;38592;38593;38594;38595;38596;38597;38598;38599;38600;57154;57155;57156;57157;57158;57159;57160;57161;57162;57163;57164;57165;61806;61807;61808;61809;61810;61811;61812;61813;64650;64651;64652;64653;64654;71308	6310;6311;6312;24506;24507;24508;24509;24510;43837;43838;43839;43840;43841;43842;43843;43844;43845;43846;43847;43848;43849;43850;43851;43852;64595;64596;64597;64598;64599;64600;64601;64602;64603;64604;64605;64606;69965;69966;69967;69968;69969;69970;69971;69972;73394;73395;73396;73397;73398;81176	6312;24508;43844;64596;69965;73398;81176		
YPR008W	YPR008W	1	1	1	>YPR008W HAA1 SGDID:S000006212, Chr XVI from 573018-575102, Genome Release 64-1-1, Verified ORF, Transcriptional activator involved in the transcription of TPO2, YRO2, and other genes putatively encoding membrane stress proteins; involved in adaptation to	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	2	2	2	76.67	694	694	6					1		1								1		1				0.00016533	0	0	0	0	2	0	2	0	0	0	1451600	0	0	0	0	1155100	0	296560	0	0	0	0	0	0	0	0	0	385540	0	0	0	0	0	0	0	1	0	1	0	0	0				1931	7999	True	8118	49412;49413	56120;56121	56121		
YPR010C	YPR010C	18	18	18	>YPR010C RPA135 SGDID:S000006214, Chr XVI from 581196-577585, Genome Release 64-1-1, reverse complement, Verified ORF, RNA polymerase I second largest subunit A135	1	18	18	18	8	8	6	9	11	5	9	11	8	10	8	8	6	9	11	5	9	11	8	10	8	8	6	9	11	5	9	11	8	10	21.4	21.4	21.4	135.74	1203	1203	5.73	9	8	7	10	12	6	10	12	9	11	9	8	7	10	12	6	10	12	9	11	1.835E-234	9.7	11.4	7.1	13.1	14	6.7	12.8	14.5	10.7	14.2	748970000	82861000	46072000	47401000	94846000	164490000	35934000	66843000	86812000	48574000	75135000	83868000	59657000	64069000	85829000	68579000	87938000	93665000	72340000	84079000	79092000	9	8	7	10	12	6	10	12	9	11				1932	238;1935;2179;3204;3351;3932;4757;4830;6829;7167;8270;8987;10234;11035;11101;11742;12308;12783	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	241;1962;2210;3244;3391;3976;4811;4884;6906;7252;8395;9119;10381;11197;11267;11920;12497;12979	1612;1613;1614;1615;1616;1617;12029;12030;12031;12032;12033;12034;12035;12036;12037;12038;13336;19275;19276;19277;19278;19279;20113;20114;20115;20116;20117;20118;23592;23593;23594;23595;23596;29256;29693;29694;42138;42139;42140;42141;42142;42143;42144;42145;42146;42147;44471;44472;44473;44474;44475;50789;50790;54755;54756;54757;54758;54759;61996;67231;67232;67233;67234;67235;67236;67690;72123;72124;72125;72126;72127;72128;72129;72130;75988;75989;75990;75991;75992;75993;75994;75995;75996;75997;75998;75999;76000;76001;76002;76003;76004;76005;79051;79052	1890;1891;1892;1893;1894;1895;13615;13616;13617;13618;13619;13620;13621;13622;13623;13624;15094;21807;21808;21809;21810;21811;22725;22726;22727;22728;22729;22730;26715;26716;26717;26718;26719;33340;33835;33836;47892;47893;47894;47895;47896;47897;47898;47899;47900;47901;50579;50580;50581;50582;50583;57600;57601;62008;62009;62010;62011;62012;70173;76558;76559;76560;76561;76562;76563;77073;82093;82094;82095;82096;82097;82098;82099;82100;86611;86612;86613;86614;86615;86616;86617;86618;86619;86620;86621;86622;86623;86624;86625;86626;86627;86628;90148;90149	1891;13616;15094;21809;22729;26719;33340;33836;47897;50580;57601;62008;70173;76560;77073;82093;86621;90148		
YPR010C-A	YPR010C-A	1	1	1	>YPR010C-A YPR010C-A SGDID:S000122558, Chr XVI from 582558-582373,582734-582702, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, Putative protein of unknown function; conserved among Saccharomyces sensu stricto species	1	1	1	1	0	0	1	1	0	0	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	0	1	1	0	0	1	0	1	1	22.2	22.2	22.2	7.9021	72	72	6.6			1	1			1		1	1			1	1			1		1	1	4.8424E-06	0	0	22.2	22.2	0	0	22.2	0	22.2	22.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1933	7375	True	7462	45674;45675;45676;45677;45678	51931;51932;51933;51934;51935	51931		
YPR016C	YPR016C	4	4	4	>YPR016C TIF6 SGDID:S000006220, Chr XVI from 593069-592332, Genome Release 64-1-1, reverse complement, Verified ORF, Constituent of 66S pre-ribosomal particles, has similarity to human translation initiation factor 6 (eIF6); may be involved in the biogene	1	4	4	4	3	2	4	3	2	4	3	2	4	2	3	2	4	3	2	4	3	2	4	2	3	2	4	3	2	4	3	2	4	2	27.8	27.8	27.8	26.457	245	245	5.33	4	3	4	5	3	4	3	3	4	3	4	3	4	5	3	4	3	3	4	3	4.3737E-64	22	12.7	27.8	22	12.7	27.8	22	12.7	27.8	12.7	1143800000	51297000	218500000	76657000	231390000	208530000	43933000	29856000	44248000	47232000	192140000	116840000	115420000	110220000	140150000	100900000	97189000	91659000	158920000	97805000	121530000	4	4	4	5	4	5	3	3	5	3				1934	3767;7118;7193;11078	True;True;True;True	3809;7203;7278;11242	22622;22623;22624;22625;22626;22627;22628;22629;22630;22631;22632;22633;22634;22635;44241;44242;44243;44244;44245;44246;44247;44248;44249;44250;44251;44252;44253;44633;44634;44635;44636;44637;44638;67567;67568;67569	25622;25623;25624;25625;25626;25627;25628;25629;25630;25631;25632;25633;25634;25635;50333;50334;50335;50336;50337;50338;50339;50340;50341;50342;50343;50344;50345;50346;50347;50348;50349;50753;50754;50755;50756;50757;50758;76949;76950;76951	25634;50338;50754;76950		
YPR019W	YPR019W	8	8	8	>YPR019W MCM4 SGDID:S000006223, Chr XVI from 596750-599551, Genome Release 64-1-1, Verified ORF, Essential helicase component of heterohexameric MCM2-7 complexes which bind pre-replication complexes on DNA and melt DNA prior to replication; forms an Mcm4p	1	8	8	8	1	1	2	0	2	1	0	0	2	3	1	1	2	0	2	1	0	0	2	3	1	1	2	0	2	1	0	0	2	3	9.4	9.4	9.4	105	933	933	6.08	1	1	2		2	1			2	3	1	1	2		2	1			2	3	1.0074E-38	1.3	1.1	2.1	0	2.5	1.3	0	0	1.9	3.1	27435000	3260300	769080	3601400	0	3697200	1129900	0	0	2939900	12037000	0	0	0	0	0	0	0	0	5314100	12493000	1	1	2	0	2	1	0	0	2	3				1935	536;1969;2313;8295;8886;10023;11565;12123	True;True;True;True;True;True;True;True	546;1998;2345;8420;9018;10170;11740;12308	3652;12170;12171;12172;12173;14069;50920;54172;60638;60639;70845;74768	4077;13766;13767;13768;13769;15921;57734;61398;68523;68524;80638;85243	4077;13767;15921;57734;61398;68523;80638;85243		
YPR023C	YPR023C	1	1	1	>YPR023C EAF3 SGDID:S000006227, Chr XVI from 610031-608826, Genome Release 64-1-1, reverse complement, Verified ORF, Esa1p-associated factor, nonessential component of the NuA4 acetyltransferase complex, homologous to Drosophila dosage compensation protei	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	3.5	3.5	3.5	45.203	401	401	8.5								1	1									1	1		0.0031903	0	0	0	0	0	0	0	3.5	3.5	0	4007800	0	0	0	0	0	0	0	2140700	1867100	0	0	0	0	0	0	0	0	0	2677200	0	0	0	0	0	0	0	0	1	1	0				1936	10274	True	10421	62251;62252	70448;70449	70449		
YPR028W	YPR028W	3	3	3	>YPR028W YOP1 SGDID:S000006232, Chr XVI from 623527-623577,623711-624202, Genome Release 64-1-1, Verified ORF, Membrane protein that interacts with Yip1p to mediate membrane traffic; interacts with Sey1p to maintain ER morphology; overexpression leads to 	1	3	3	3	0	1	1	1	1	2	2	1	2	1	0	1	1	1	1	2	2	1	2	1	0	1	1	1	1	2	2	1	2	1	15.6	15.6	15.6	20.269	180	180	6.33		1	1	1	1	2	2	1	2	1		1	1	1	1	2	2	1	2	1	1.8159E-22	0	4.4	6.7	4.4	4.4	11.1	11.1	6.7	11.1	4.4	50940000	0	4624900	2860300	6892300	7322700	4836800	10758000	2914500	5801200	4928800	0	0	0	0	0	6375200	0	0	8377900	0	0	1	1	1	1	2	2	1	2	1				1937	5001;5376;9449	True;True;True	5056;5436;9586	30673;30674;30675;33182;33183;33184;33185;57260;57261;57262;57263;57264	34943;34944;34945;37913;37914;37915;37916;64701;64702;64703;64704;64705	34945;37916;64701		
YPR029C	YPR029C	3	3	3	>YPR029C APL4 SGDID:S000006233, Chr XVI from 626967-624469, Genome Release 64-1-1, reverse complement, Verified ORF, Gamma-adaptin, large subunit of the clathrin-associated protein (AP-1) complex; binds clathrin; involved in vesicle mediated transport	1	3	3	3	0	1	0	1	1	0	1	1	0	0	0	1	0	1	1	0	1	1	0	0	0	1	0	1	1	0	1	1	0	0	3.5	3.5	3.5	93.623	832	832	5.2		1		1	1		1	1				1		1	1		1	1			2.29E-07	0	1.1	0	1.3	1.3	0	1.1	1.3	0	0	13348000	0	2659200	0	3094000	2754900	0	3386200	1453800	0	0	0	2660500	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0				1938	1559;1573;13007	True;True;True	1582;1596;13206	9956;9957;9958;10013;80290	11259;11260;11261;11316;91484	11260;11316;91484		
YPR033C	YPR033C	20	20	20	>YPR033C HTS1 SGDID:S000006237, Chr XVI from 639019-637379, Genome Release 64-1-1, reverse complement, Verified ORF, Cytoplasmic and mitochondrial histidine tRNA synthetase; efficient mitochondrial localization requires both a presequence and an amino-ter	1	20	20	20	14	15	12	16	13	15	11	15	12	13	14	15	12	16	13	15	11	15	12	13	14	15	12	16	13	15	11	15	12	13	42.3	42.3	42.3	59.952	546	546	5.32	18	19	17	19	15	17	14	18	14	16	18	19	17	19	15	17	14	18	14	16	4.8157E-284	33.2	33.9	29.7	37.7	29.3	35.2	27.5	37	27.8	31.7	3390200000	464550000	363050000	346010000	384160000	381970000	346330000	209960000	298390000	216320000	379430000	344680000	401710000	313300000	417990000	348210000	339300000	331740000	368920000	360670000	395950000	18	19	17	19	15	18	14	18	14	16				1939	245;1810;1814;1878;3899;4236;4927;4928;5712;6498;6682;7287;8709;9112;9203;9988;10264;12596;12599;12974	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	248;1835;1839;1905;3943;4285;4982;4983;5775;6573;6758;7372;8839;9245;9336;10135;10411;12791;12794;13171;13172	1710;1711;1712;1713;1714;11348;11349;11350;11351;11352;11362;11363;11364;11365;11366;11367;11368;11369;11370;11371;11702;11703;11704;11705;11706;11707;23380;23381;23382;23383;23384;25621;25622;25623;25624;25625;25626;25627;25628;25629;25630;25631;25632;25633;25634;25635;25636;30287;30288;30289;30290;30291;30292;30293;30294;30295;30296;30297;35330;35331;35332;35333;35334;35335;40088;40089;40090;40091;40092;40093;40094;40095;40096;40097;40098;40099;40100;40101;40102;40103;41324;41325;41326;41327;41328;41329;41330;41331;41332;45129;45130;45131;45132;45133;45134;45135;45136;45137;45138;45139;45140;53283;53284;53285;53286;53287;53288;53289;55448;55449;55933;55934;55935;55936;55937;55938;55939;60464;62177;62178;62179;62180;62181;62182;62183;62184;62185;62186;62187;62188;62189;62190;62191;62192;62193;77961;77962;77963;77964;77965;77966;77967;77968;77977;77978;77979;77980;77981;77982;77983;77984;77985;77986;77987;77988;77989;80086;80087;80088;80089;80090;80091;80092;80093;80094;80095;80096	1996;1997;1998;1999;2000;12830;12831;12832;12833;12834;12844;12845;12846;12847;12848;12849;12850;12851;12852;12853;12854;13216;13217;13218;13219;13220;13221;26449;26450;26451;26452;26453;29050;29051;29052;29053;29054;29055;29056;29057;29058;29059;29060;29061;29062;29063;29064;29065;34525;34526;34527;34528;34529;34530;34531;34532;34533;34534;34535;40295;40296;40297;40298;40299;40300;45585;45586;45587;45588;45589;45590;45591;45592;45593;45594;45595;45596;45597;45598;45599;45600;47001;47002;47003;47004;47005;47006;47007;47008;47009;51302;51303;51304;51305;51306;51307;51308;51309;51310;51311;51312;51313;60449;60450;60451;60452;60453;60454;60455;62772;62773;63306;63307;63308;63309;63310;63311;63312;68342;70361;70362;70363;70364;70365;70366;70367;70368;70369;70370;70371;70372;70373;70374;70375;70376;70377;88902;88903;88904;88905;88906;88907;88908;88909;88918;88919;88920;88921;88922;88923;88924;88925;88926;88927;88928;88929;88930;91254;91255;91256;91257;91258;91259;91260;91261;91262;91263;91264	1996;12830;12845;13220;26452;29054;34528;34535;40296;45585;47004;51312;60452;62773;63309;68342;70367;88906;88924;91258	168	140
YPR034W	YPR034W	2	2	2	>YPR034W ARP7 SGDID:S000006238, Chr XVI from 639525-640958, Genome Release 64-1-1, Verified ORF, Component of both the SWI/SNF and RSC chromatin remodeling complexes; actin-related protein involved in transcriptional regulation	1	2	2	2	0	1	0	1	1	0	1	1	1	0	0	1	0	1	1	0	1	1	1	0	0	1	0	1	1	0	1	1	1	0	6.3	6.3	6.3	53.81	477	477	5.83		1		1	1		1	1	1			1		1	1		1	1	1		4.4677E-07	0	4.4	0	4.4	1.9	0	4.4	4.4	4.4	0	14415000	0	2194000	0	3596700	1962500	0	2233800	2860300	1567400	0	0	0	0	0	0	0	0	0	2247400	0	0	1	0	1	1	0	1	1	1	0				1940	7988;11249	True;True	8105;11418	49337;68577;68578;68579;68580;68581	56042;78088;78089;78090;78091;78092	56042;78089		
YPR035W	YPR035W	7	7	7	>YPR035W GLN1 SGDID:S000006239, Chr XVI from 642208-643320, Genome Release 64-1-1, Verified ORF, Glutamine synthetase (GS), synthesizes glutamine from glutamate and ammonia; with Glt1p, forms the secondary pathway for glutamate biosynthesis from ammonia; 	1	7	7	7	4	2	6	3	4	4	4	5	5	3	4	2	6	3	4	4	4	5	5	3	4	2	6	3	4	4	4	5	5	3	20	20	20	41.766	370	370	5.46	5	3	7	4	4	4	5	5	6	3	5	3	7	4	4	4	5	5	6	3	9.1887E-73	13.2	8.9	17.6	11.4	13.2	13.5	13.8	15.1	15.7	11.4	805940000	93076000	39640000	225960000	53379000	111830000	53923000	60159000	82807000	65695000	19465000	93489000	70731000	87640000	83861000	87915000	81652000	102560000	80033000	77356000	68686000	8	5	8	6	5	5	6	7	7	5				1941	3503;3636;5232;7601;11384;12744;12788	True;True;True;True;True;True;True	3545;3678;5290;7689;11555;12940;12984	21083;21084;21085;21086;21087;21088;21089;21090;21091;21092;21093;21094;21095;21096;21097;21098;21857;21858;21859;21860;21861;21862;21863;21864;21865;21866;32256;32257;32258;47064;47065;47066;47067;47068;69617;69618;69619;69620;78813;78814;78815;78816;78817;79075;79076;79077	23918;23919;23920;23921;23922;23923;23924;23925;23926;23927;23928;23929;23930;23931;23932;23933;23934;24737;24738;24739;24740;24741;24742;24743;24744;24745;24746;24747;24748;24749;24750;24751;24752;24753;24754;24755;24756;24757;24758;24759;24760;24761;36782;36783;36784;53539;53540;53541;53542;53543;79289;79290;79291;79292;89881;89882;89883;89884;89885;90175;90176;90177	23931;24760;36782;53541;79290;89882;90176		
YPR036W	YPR036W	12	12	12	>YPR036W VMA13 SGDID:S000006240, Chr XVI from 643836-645272, Genome Release 64-1-1, Verified ORF, Subunit H of the eight-subunit V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase), an electrogenic proton pump found throughout the endomembr	1	12	12	12	5	7	7	4	7	5	6	7	6	9	5	7	7	4	7	5	6	7	6	9	5	7	7	4	7	5	6	7	6	9	27.8	27.8	27.8	54.415	478	478	5.81	5	8	7	5	7	5	6	9	6	10	5	8	7	5	7	5	6	9	6	10	1.3233E-108	13.4	19.9	16.5	9.6	20.7	12.6	15.5	15.9	14.2	22.8	873410000	56479000	107460000	120110000	100680000	89365000	63646000	74369000	81430000	60416000	119450000	74443000	104020000	111070000	103320000	73852000	89626000	82739000	89526000	93187000	113960000	5	8	7	5	7	5	6	8	6	10				1942	106;484;2932;6026;6843;8085;8817;8828;9381;10300;10890;10891	True;True;True;True;True;True;True;True;True;True;True;True	106;493;2972;6093;6921;8207;8949;8960;9518;10447;11050;11051	740;741;742;743;744;745;746;747;3325;3326;3327;3328;3329;3330;3331;17835;17836;17837;37148;42270;42271;42272;42273;42274;42275;42276;42277;42278;42279;49845;49846;49847;49848;49849;49850;49851;49852;49853;49854;53804;53805;53806;53807;53883;53884;53885;53886;56916;56917;56918;56919;56920;56921;56922;56923;62427;62428;62429;62430;62431;62432;62433;62434;66340;66341;66342;66343;66344	848;849;850;851;852;853;854;855;3733;3734;3735;3736;3737;3738;3739;20212;20213;20214;42273;48065;48066;48067;48068;48069;48070;48071;48072;48073;48074;56617;56618;56619;56620;56621;56622;56623;56624;56625;56626;61012;61013;61014;61015;61092;61093;61094;61095;64327;64328;64329;64330;64331;64332;64333;64334;70626;70627;70628;70629;70630;70631;70632;70633;75482;75483;75484;75485;75486	853;3738;20213;42273;48072;56618;61012;61094;64333;70633;75483;75486		
YPR037C	YPR037C	1	1	1	>YPR037C ERV2 SGDID:S000006241, Chr XVI from 647038-646448, Genome Release 64-1-1, reverse complement, Verified ORF, Flavin-linked sulfhydryl oxidase localized to the endoplasmic reticulum lumen, involved in disulfide bond formation within the ER	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6.6	6.6	6.6	22.141	196	196	3			1										1								0.0042247	0	0	6.6	0	0	0	0	0	0	0	1057500	0	0	1057500	0	0	0	0	0	0	0	0	0	934560	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0				1943	9527	True	9665	57682	65237	65237		
YPR040W	YPR040W	2	2	2	>YPR040W TIP41 SGDID:S000006244, Chr XVI from 647305-648375, Genome Release 64-1-1, Verified ORF, Protein that interacts physically and genetically with Tap42p, which regulates protein phosphatase 2A; component of the TOR (target of rapamycin) signaling p	1	2	2	2	1	0	1	1	2	0	0	0	1	0	1	0	1	1	2	0	0	0	1	0	1	0	1	1	2	0	0	0	1	0	7.9	7.9	7.9	41.019	356	356	4.5	1		1	1	2				1		1		1	1	2				1		1.4278E-12	3.7	0	3.7	4.2	7.9	0	0	0	3.7	0	19705000	2138100	0	2936000	4563200	8611800	0	0	0	1456300	0	0	0	0	0	6347600	0	0	0	0	0	1	0	1	1	2	0	0	0	1	0				1944	3308;10117	True;True	3348;10264	19900;19901;61378;61379;61380;61381	22504;22505;69502;69503;69504;69505	22504;69505		
YPR041W	YPR041W	13	13	13	>YPR041W TIF5 SGDID:S000006245, Chr XVI from 648704-649921, Genome Release 64-1-1, Verified ORF, Translation initiation factor eIF5; functions both as a GTPase-activating protein to mediate hydrolysis of ribosome-bound GTP and as a GDP dissociation inhibi	1	13	13	13	8	7	10	7	12	5	8	8	7	7	8	7	10	7	12	5	8	8	7	7	8	7	10	7	12	5	8	8	7	7	38	38	38	45.261	405	405	5.37	9	7	10	8	13	5	8	9	7	8	9	7	10	8	13	5	8	9	7	8	1.8859E-77	19.3	18.3	32.1	17	31.4	13.3	19.5	19.3	17.5	17	2292300000	293940000	152890000	339810000	214120000	386770000	146400000	189150000	203720000	196960000	168580000	255670000	206060000	244950000	233910000	213230000	230520000	250900000	230010000	298220000	238380000	9	7	10	8	13	5	9	10	8	8				1945	8;22;1497;3358;3601;4708;5033;5515;7122;7306;8314;10033;12830	True;True;True;True;True;True;True;True;True;True;True;True;True	8;22;1519;3398;3643;4762;5088;5578;7207;7392;8439;10180;13026	64;65;184;185;186;187;188;189;190;191;192;193;9622;9623;9624;9625;9626;9627;9628;9629;9630;9631;20151;20152;20153;20154;20155;20156;20157;20158;20159;20160;21691;21692;21693;21694;21695;21696;21697;21698;21699;21700;28517;30857;30858;30859;30860;30861;34183;44262;44263;44264;44265;44266;44267;44268;44269;44270;45272;45273;45274;45275;45276;45277;45278;51010;51011;51012;60698;60699;79261;79262;79263;79264;79265;79266;79267;79268;79269;79270;79271;79272;79273;79274	65;66;205;206;207;208;209;210;211;212;213;214;10888;10889;10890;10891;10892;10893;10894;10895;10896;10897;10898;10899;10900;10901;22767;22768;22769;22770;22771;22772;22773;22774;22775;22776;24571;24572;24573;24574;24575;24576;24577;24578;24579;24580;32327;35152;35153;35154;35155;35156;39061;50358;50359;50360;50361;50362;50363;50364;50365;50366;51465;51466;51467;51468;51469;51470;51471;57825;57826;57827;68590;68591;90364;90365;90366;90367;90368;90369;90370;90371;90372;90373;90374;90375;90376;90377	66;209;10900;22768;24576;32327;35156;39061;50362;51468;57826;68591;90369		
YPR042C	YPR042C	2	2	2	>YPR042C PUF2 SGDID:S000006246, Chr XVI from 653662-650435, Genome Release 64-1-1, reverse complement, Verified ORF, Member of the PUF protein family, which is defined by the presence of Pumilio homology domains that confer RNA binding activity; preferent	1	2	2	2	1	1	1	0	1	0	1	0	0	0	1	1	1	0	1	0	1	0	0	0	1	1	1	0	1	0	1	0	0	0	2.4	2.4	2.4	119.51	1075	1075	3.6	1	1	1		1		1				1	1	1		1		1				5.7091E-05	1.4	1	1	0	1.4	0	1.4	0	0	0	6630600	1442500	1770700	1440300	0	1093800	0	883350	0	0	0	0	0	0	0	0	0	1148400	0	0	0	1	1	1	0	1	0	1	0	0	0				1946	3240;11626	True;True	3280;11802	19523;19524;19525;71309;71310	22080;22081;22082;81177;81178	22081;81178		
YPR048W	YPR048W	1	1	1	>YPR048W TAH18 SGDID:S000006252, Chr XVI from 659182-661053, Genome Release 64-1-1, Verified ORF, Conserved NAPDH-dependent diflavin reductase, component of an early step in the cytosolic Fe-S protein assembly (CIA) machinery; transfers electrons from NAD	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1.9	1.9	1.9	72.327	623	623	6.5						1	1									1	1				9.3516E-05	0	0	0	0	0	1.9	1.9	0	0	0	6987000	0	0	0	0	0	2889400	4097500	0	0	0	0	0	0	0	0	0	5327000	0	0	0	0	0	0	0	0	1	1	0	0	0				1947	6438	True	6512	39686;39687	45150;45151	45151		
